spot	init	swapped
176	0.9751802013619544	0.9796363357922551
177	0.9810182508949526	0.9798970563724345
178	0.99486805262689	0.9959181052957555
179	0.9952765800042708	0.9956131298176631
180	0.9825616089412252	0.9843357270624205
181	0.9808124316717839	0.9816943395321277
182	0.9749956418335121	0.975450041109477
183	0.9778708429700448	0.979872078902435
184	0.9785813398587249	0.9864104154867765
185	0.9418458100499995	0.9645369409844772
186	0.9767981892046557	0.9735365217488973
187	0.899853184544783	0.8815520176236887
188	0.8783710602497532	0.871578885829436
189	0.9803199263229668	0.9896521917467082
